Task ID: 1	Task: acid stain concrete
		1	brain teasers
		1	breyer horses
		1	construction toys
		1	developmental toys kids
		1	discovery toys kids
		1	educational kids toys & gifts
		1	educational learning toys
		1	educational toy
		1	educational toy collection includes children
		1	educational toys
		1	educational toys & learning toys
		1	educational toys for kids
		1	educational toys for kids 4 years old
		1	educational toys for kids 5 years old
		1	educational toys for kids 7-10
		1	educational toys for kids ages 9-11
		1	educational toys for kids available
		1	educational toys for kids by
		1	educational toys for kids catalog
		1	educational toys for kids educational
		1	educational toys for kids educational kids toys and hobbies
		1	educational toys for kids in houston
		1	educational toys for kids of
		1	educational toys for kids on amazon
		1	educational toys for kids philippines
		1	educational toys for kids to build
		1	educational toys for kids with autism
		1	educational toys for kids with special needs
		1	fairy doll
		1	family board games
		1	fat brain toys
		1	find great deals
		1	find top toys
		1	fun and educational toys for kids at discounted prices
		1	fun and educational toys for kids at discounted prices layaway today!
		1	fun and educational toys for kids that are durable and safe
		1	fun educational toys for kids
		1	glue stick
		1	guidecraft toys
		1	kids educational toys
		1	kids educational toys for kids
		1	kids learning toys
		1	kids toy
		1	kids toy store
		1	kitchen play
		1	learning & educational toys
		1	learning toys
		1	learning toys kids
		1	new zealand toy stores
		1	offers camp songs
		1	swing sets
		1	swing sets kids
		1	tad baby
		1	toddler dvd
		1	toddler toys
		1	toddler video
		1	top educational toys kids
		1	top toys
		1	toy kitchen
		1	toys
		1	toys & games
		1	toys web site
		1	ty beanie babies
		1	vtech kidibeats kids drum set
		1	walt disney studios home entertainment
Task ID: 26	Task: setup a garage sale
	Subtask ID: 1	Description: What kind of items can be sold
		1	10 Tips for a Successful Garage Sale
		1	Garage Sale Pricing Guidelines Tips and Hints
		1	Garage Sale Tips
		1	Garage Sale update
		1	Garage Sales Blog
		1	Garage Sales Pages
		1	Garage sale goodies
		1	How to Hang Clothes for Garage Sale
		1	How to Run a Garage Sale
		1	How to have a Successful Garage Sale
		1	Tips for Garage Sales
		1	best way to set up a garage sale
		1	close edit garage sale shirt
		1	close garage sale shirt
		1	garage sale information
		1	garage sale tips
		1	goods for a garage sale
		1	how to display clothes at a garage sale
		1	pricing items
		1	sold in their garage sales
		1	things style clothing accessories shoes
		1	yard sale checklist
	Subtask ID: 2	Description: What should be the price range
		2	Garage Sale Pricing Guidelines Tips and Hints
		1	10 Tips for a Successful Garage Sale
		1	Easy Garage Sale Pricing
		1	Garage Sale Tips
		1	Garage Sales Blog
		1	Garage Sales Pages
		1	How to Run a Garage Sale
		1	How to have a Successful Garage Sale
		1	Tips for Garage Sales
		1	best way to set up a garage sale
		1	garage sale information
		1	garage sale tips
		1	pricing items
		1	setting garage sale prices
		1	yard sale checklist
	Subtask ID: 3	Description: When to schedule it
		2	How to Run a Garage Sale
		1	10 Tips for a Successful Garage Sale
		1	Garage Sale July
		1	Garage Sale June
		1	Garage Sale Tips
		1	Garage Sale Today
		1	Garage Sale update
		1	Garage Sales Blog
		1	Garage Sales Pages
		1	How to have a Successful Garage Sale
		1	Tips for Garage Sales
		1	best way to set up a garage sale
		1	creating a garage sale ad
		1	garage sale april
		1	garage sale information
		1	garage sale listing
		1	garage sale season
		1	garage sale tips
		1	yard sale checklist
	Subtask ID: 4	Description: How long should the sale last
		2	How to Run a Garage Sale
		1	10 Tips for a Successful Garage Sale
		1	Garage Sale Tips
		1	Garage Sale update
		1	Garage Sales Blog
		1	Garage Sales Pages
		1	How to have a Successful Garage Sale
		1	Tips for Garage Sales
		1	best way to set up a garage sale
		1	creating a garage sale ad
		1	garage sale information
		1	garage sale listing
		1	garage sale tips
		1	yard sale checklist
	Subtask ID: 5	Description: Can we rent place for sale
	Subtask ID: 6	Description: How much profit does it make
	Subtask ID: 7	Description: Find nearest garage for hire
	Subtask ID: 8	Description: tutorials and tips for garage sale
		2	10 Tips for a Successful Garage Sale
		2	Garage Sale Pricing Guidelines Tips and Hints
		2	Garage Sale Tips
		2	Garage Sales Blog
		2	How to Run a Garage Sale
		2	How to have a Successful Garage Sale
		2	Tips for Garage Sales
		2	garage sale tips
		1	Garage Sale update
		1	Garage Sales Pages
		1	How to Hang Clothes for Garage Sale
		1	best way to set up a garage sale
		1	garage sale information
		1	garage sale layout tips
		1	how to display clothes at a garage sale
		1	how to set up a garage sale on facebook
		1	how to set up a garage sale online
		1	how to set up a garage sale table
		1	how to set up a garage sale without tables
		1	how to set up a garage workshop
		1	how to set up a yard sale
		1	how to setup a garage sale
		1	set up a garage sale
		1	setting garage sale prices
		1	ways to set up a garage sale
		1	yard sale checklist
		1	yard sale space & display
Task ID: 27	Task: apply for government job in india
	Subtask ID: 1	Description: What kind of departments and jobs can people apply for
		1	Country India Government Jobs
		1	Government Jobs India has not filled
		1	Government Jobs India originally
		1	Government Jobs in India 2015
		1	Govt Jobs in India
		1	Help with Government Job Applications
		1	India Government Jobs AssistantWeb
		1	India Government Jobs Governemnt
		1	India Government Jobs HeadGraphic
		1	India Government Jobs Manager
		1	India Government Jobs ResearchIndia
		1	Keywords India Government Jobs
		1	My Government Jobs Application
		1	Online Application for Government Jobs
		1	apply for government jobs in india
		1	assam # latest govt jobs
		1	bank clerk
		1	bank exam sbi po mains
		1	bank po
		1	bihar # latest govt jobs
		1	chhattisgarh # latest govt jobs
		1	clerk jobs 2016
		1	for government jobs in india
		1	government job vacancies
		1	government jobs
		1	government jobs 2016
		1	government jobs are on right job resources in india
		1	government jobs for engineers
		1	government part time job
		1	govt jobs
		1	govt jobs 2016
		1	govt jobs today
		1	haryana # latest govt jobs
		1	how find government job on internet in india
		1	how to get a government job in india
		1	ibps clerk 6 exam
		1	india government jobs
		1	india government jobs: assistant assay superintendent job openings in mumbai at india
		1	india government jobs: director human resource job openings in hyderabad at electro
		1	indian govt jobs
		1	it jobs vs government jobs n india
		1	job for software developer in government companies in india
		1	jobs
		1	jobs upsc job joint csir
		1	karnataka # latest govt jobs
		1	kerala # latest govt jobs
		1	latest government jobs
		1	latest govt jobs in railway
		1	latest govt jobs notifications
		1	maharashtra # latest govt jobs
		1	maternity leave rules in india for government job in rajasthan
		1	online application for government jobs in india 2013
		1	online application for government jobs in india 2014
		1	online apply for government job in india 2014
		1	orissa # latest govt jobs
		1	punjab # latest govt jobs
		1	railway # govt jobs
		1	rajasthan # latest govt jobs
		1	telangana # latest govt jobs
		1	top mnc jobs
		1	uttarakhand # latest govt jobs
		1	various job in government of india railway
	Subtask ID: 2	Description: What are minimum qualifications required for these jobs
		1	Country India Government Jobs
		1	Government Jobs India has not filled
		1	Government Jobs India originally
		1	Government Jobs in India 2015
		1	Govt Jobs in India
		1	Help with Government Job Applications
		1	India Government Jobs AssistantWeb
		1	India Government Jobs Governemnt
		1	India Government Jobs HeadGraphic
		1	India Government Jobs Manager
		1	India Government Jobs ResearchIndia
		1	Keywords India Government Jobs
		1	My Government Jobs Application
		1	Online Application for Government Jobs
		1	apply for government jobs in india
		1	assam # latest govt jobs
		1	bank clerk
		1	bank exam sbi po mains
		1	bank po
		1	bihar # latest govt jobs
		1	chart found
		1	chhattisgarh # latest govt jobs
		1	clerk jobs 2016
		1	for government jobs in india
		1	government job vacancies
		1	government jobs
		1	government jobs 2016
		1	government jobs are on right job resources in india
		1	government jobs for engineers
		1	government part time job
		1	govt jobs
		1	govt jobs 2016
		1	govt jobs today
		1	haryana # latest govt jobs
		1	how find government job on internet in india
		1	how to get a government job in india
		1	ibps clerk 6 exam
		1	india government jobs
		1	india government jobs: assistant assay superintendent job openings in mumbai at india
		1	india government jobs: director human resource job openings in hyderabad at electro
		1	indian govt jobs
		1	it jobs vs government jobs n india
		1	job for software developer in government companies in india
		1	jobs
		1	jobs upsc job joint csir
		1	karnataka # latest govt jobs
		1	kerala # latest govt jobs
		1	latest government jobs
		1	latest govt jobs in railway
		1	latest govt jobs notifications
		1	maharashtra # latest govt jobs
		1	maternity leave rules in india for government job in rajasthan
		1	online application for government jobs in india 2013
		1	online application for government jobs in india 2014
		1	online apply for government job in india 2014
		1	orissa # latest govt jobs
		1	punjab # latest govt jobs
		1	railway # govt jobs
		1	rajasthan # latest govt jobs
		1	telangana # latest govt jobs
		1	top mnc jobs
		1	uttarakhand # latest govt jobs
		1	various job in government of india railway
	Subtask ID: 3	Description: How to prepare for interviews
		1	Government Jobs India has not filled
		1	Government Jobs India in circles
		1	Government Jobs India originally
		1	Government Jobs in India 2015
		1	Govt Jobs in India
		1	India Government Jobs AssistantWeb
		1	India Government Jobs Governemnt
		1	India Government Jobs HeadGraphic
		1	India Government Jobs Manager
		1	India Government Jobs ResearchIndia
	Subtask ID: 4	Description: How to prepare the application for these jobs
		1	Apply Government Jobs Online
		1	Country India Government Jobs
